Version,Post_Variable,Feature,Mutual_Information,Abs_Pearson,Combined_Score,Prevalencia_Post
target_f_predictibilidad_maxima,target,Sistema cardiovascular_soplo,7.161311110825963e-05,0.011018324697113325,0.003355626586909779,0.1943
target_f_predictibilidad_maxima,target,Antecedente hematológicos _anticoagulantes,0.0,0.011036112517344623,0.003310833755203387,0.1943
target_f_predictibilidad_maxima,target,Antecedentes quirúrgicos Code_K,0.0,0.011036034646732824,0.003310810394019847,0.1943
target_f_predictibilidad_maxima,target,Examen_Glicemia (mg/dl),0.0,0.010607762680504057,0.0031823288041512173,0.1943
target_f_predictibilidad_maxima,target,Dx Preoperatorio Code_V,0.0,0.010103325823557894,0.003030997747067368,0.1943
target_f_predictibilidad_maxima,target,Examen_PTT,0.0,0.010045694561387842,0.0030137083684163525,0.1943
target_f_predictibilidad_maxima,target,Antecedente neurológicos_convulsiones,0.0038492393687823423,0.0008987115635761573,0.0029640810272204866,0.1943
target_f_predictibilidad_maxima,target,Antecedente respiratorios_neumonia,0.0,0.009699331832884144,0.002909799549865243,0.1943
target_f_predictibilidad_maxima,target,Anestesia previa_bag,0.0016056925771632535,0.0058478310679183415,0.00287833412438978,0.1943
target_f_predictibilidad_maxima,target,Antecedentes quirúrgicos Code_V,0.003598542402764693,0.0011144270435408062,0.002853307794997527,0.1943
target_f_predictibilidad_maxima,target,Anestesia previa_neuroaxial,0.00241268608170353,0.003867447372181991,0.002849114468847068,0.1943
target_f_predictibilidad_maxima,target,Condición_vih,0.0031282798013863022,0.0021712723783473046,0.0028411775744746027,0.1943
target_f_predictibilidad_maxima,target,Alérgeno_alimentos,0.0,0.009300168213888429,0.0027900504641665286,0.1943
target_f_predictibilidad_maxima,target,Antecedentes quirúrgicos Code_B,0.0,0.009281243992437002,0.0027843731977311007,0.1943
target_f_predictibilidad_maxima,target,Alérgeno_med_alergias_respiratorio,0.0007834704667817327,0.007113841262626591,0.00268258170553519,0.1943
target_f_predictibilidad_maxima,target,Condición_hipertermia maligna,0.0010757177951576935,0.006423671521028259,0.002680103912918863,0.1943
target_f_predictibilidad_maxima,target,Condición_alcohol,7.699949389050609e-05,0.008687961627686232,0.0026602881340292237,0.1943
